FagNivaa;EnhetNivaa;Vurderingsfagkode;Nasjonaltkode;Fylkekode;Organisasjonsnummer;Vurderingsfagnavn;Nasjonalt;Fylke;EnhetNavn;2024-25.Skriftlig eksamen.Alle eierformer.Alle kjønn.Snittkarakter;2024-25.Skriftlig eksamen.Alle eierformer.Alle kjønn.Antall elever
2;0;ENG1007;Alle;0;Alle;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Alle fylker;Alle skoler;4,2;3 173
2;1;ENG1007;I;0;I;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Alle fylker;Alle skoler;4,2;3 173
2;2;ENG1007;I;42;42;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Alle skoler;4,3;306
2;3;ENG1007;I;42;982759846;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Akademiet Kristiansand AS;4,5;13
2;3;ENG1007;I;42;974573873;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Arendal videregående skole avd Tyholmen;3,9;35
2;3;ENG1007;I;42;974573881;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Dahlske videregående skole;4,4;14
2;3;ENG1007;I;42;974117738;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Drottningborg Vgs AS;4,6;8
2;3;ENG1007;I;42;874595012;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Eilert Sundt videregående skole Studiested Farsund;4,2;12
2;3;ENG1007;I;42;974595141;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Flekkefjord videregående skole Studiested Flekkefjord;4,6;14
2;3;ENG1007;I;42;974594994;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Kristiansand katedralskole Gimle;4;30
2;3;ENG1007;I;42;974595117;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Kvadraturen videregående skole;4,9;50
2;3;ENG1007;I;42;973149776;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Kvs-Lyngdal AS;4,5;18
2;3;ENG1007;I;42;974573857;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Lillesand videregående skole;4,3;16
2;3;ENG1007;I;42;974573814;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Sam Eyde videregående skole;*;*
2;3;ENG1007;I;42;874573892;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Setesdal vidaregåande skule;3,7;22
2;3;ENG1007;I;42;928112535;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Smi-Skolen i Agder;*;*
2;3;ENG1007;I;42;974595184;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Søgne videregående skole;3,3;8
2;3;ENG1007;I;42;874595152;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Tangen videregående skole;4,8;6
2;3;ENG1007;I;42;974573865;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Tvedestrand videregående skole;4,1;39
2;3;ENG1007;I;42;974595001;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Vågsbygd videregående skole;4,2;13
2;2;ENG1007;I;32;32;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Alle skoler;4;440
2;3;ENG1007;I;32;974587742;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Asker videregående skole;5,2;15
2;3;ENG1007;I;32;974587637;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Bjertnes videregående skole;4,2;12
2;3;ENG1007;I;32;974587602;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Bjørkelangen videregående skole;4,2;10
2;3;ENG1007;I;32;974587831;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Bleiker videregående skole;3,5;17
2;3;ENG1007;I;32;974587890;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Dønski videregående skole;4;20
2;3;ENG1007;I;32;974587661;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Eidsvoll videregående skole;3,9;9
2;3;ENG1007;I;32;974587726;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Eikeli videregående skole;4,1;25
2;3;ENG1007;I;32;825322922;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Feiring videregående skole AS;*;*
2;3;ENG1007;I;32;988843709;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Frogn videregående skole;3,3;12
2;3;ENG1007;I;32;974587645;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Jessheim videregående skole;3,8;12
2;3;ENG1007;I;32;974587750;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Lillestrøm videregående skole;4,7;25
2;3;ENG1007;I;32;974587610;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Lørenskog videregående skole;4,1;12
2;3;ENG1007;I;32;991815325;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Mailand videregående skole;3,9;16
2;3;ENG1007;I;32;974587734;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Nadderud videregående skole;4,3;10
2;3;ENG1007;I;32;988084948;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Nannestad videregående skole;3,9;13
2;3;ENG1007;I;32;974587653;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Nes videregående skole;3,3;7
2;3;ENG1007;I;32;974587599;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Nesbru videregående skole;3,8;9
2;3;ENG1007;I;32;974587572;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Nesodden videregående skole;4,8;12
2;3;ENG1007;I;32;990672962;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Norges Toppidrettsgymnas Bærum AS;*;*
2;3;ENG1007;I;32;974587580;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Roald Amundsen videregående skole;4,6;16
2;3;ENG1007;I;32;974587866;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Rosenvilde videregående skole;3,3;13
2;3;ENG1007;I;32;974587823;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Rud videregående skole;*;*
2;3;ENG1007;I;32;974587769;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Rælingen videregående skole;3,3;15
2;3;ENG1007;I;32;974605953;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Røyken videregående skole;4;17
2;3;ENG1007;I;32;988835064;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Sandvika videregående skole;4,4;17
2;3;ENG1007;I;32;974587629;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Skedsmo videregående skole;3,7;29
2;3;ENG1007;I;32;974587696;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Ski videregående skole;4,4;25
2;3;ENG1007;I;32;974587718;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Stabekk videregående skole;*;*
2;3;ENG1007;I;32;974587815;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Vestby videregående skole;3,3;10
2;3;ENG1007;I;32;974587564;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Ås videregående skole;4;24
2;2;ENG1007;I;33;33;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Alle skoler;4,2;165
2;3;ENG1007;I;33;988938424;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Akademiet Ypsilon videregående skole AS;*;*
2;3;ENG1007;I;33;974606216;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Buskerud videregående skole;4,3;10
2;3;ENG1007;I;33;874605972;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Drammen videregående skole;4;30
2;3;ENG1007;I;33;974605988;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Eiker videregående skole;4,2;16
2;3;ENG1007;I;33;974606194;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Gol vidaregåande skule;4,8;10
2;3;ENG1007;I;33;974605929;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Hønefoss videregående skole;4,5;28
2;3;ENG1007;I;33;974605996;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Kongsberg videregående skole;*;*
2;3;ENG1007;I;33;974606208;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Ringerike videregående skole;3,9;18
2;3;ENG1007;I;33;974605961;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;St Hallvard videregående skole;3,7;27
2;3;ENG1007;I;33;973255754;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Tyrifjord videregående skole;*;*
2;3;ENG1007;I;33;974605937;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Åssiden videregående skole;*;*
2;2;ENG1007;I;56;56;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Alle skoler;3,9;24
2;3;ENG1007;I;56;974622750;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Alta videregående skole;4,2;10
2;3;ENG1007;I;56;974622726;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Kirkenes videregående skole;3,6;7
2;3;ENG1007;I;56;974759896;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Samisk videregående skole og reindriftsskole;*;*
2;3;ENG1007;I;56;974622718;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Vadsø videregående skole;*;*
2;2;ENG1007;I;34;34;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Alle skoler;4;217
2;3;ENG1007;I;34;974571900;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Elverum videregående skole;4,2;15
2;3;ENG1007;I;34;974597284;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Gjøvik videregående skole;4,1;19
2;3;ENG1007;I;34;998513448;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Hadeland videregående skole;4,2;10
2;3;ENG1007;I;34;974571919;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Hamar katedralskole;4,4;28
2;3;ENG1007;I;34;994881019;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Karriere Innlandet;*;*
2;3;ENG1007;I;34;974597322;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Lena-Valle videregående skole avd Lena;3,8;9
2;3;ENG1007;I;34;874597252;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Lillehammer videregående skole avd Sør;4,8;13
2;3;ENG1007;I;34;970963847;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Nord-Østerdal videregående skole;*;*
2;3;ENG1007;I;34;873600152;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Norges Toppidrettsgymnas Lillehammer AS;4,1;19
2;3;ENG1007;I;34;974597373;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Raufoss videregående skole avd Dokka;*;*
2;3;ENG1007;I;34;974571897;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Ringsaker videregående skole;*;*
2;3;ENG1007;I;34;974572117;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Sentrum videregående skole avd Skarnes;3,9;7
2;3;ENG1007;I;34;974571986;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Solør videregående skole;*;*
2;3;ENG1007;I;34;974572079;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Stange videregående skole;3,8;10
2;3;ENG1007;I;34;974571935;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Storhamar videregående skole;*;*
2;3;ENG1007;I;34;974572028;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Trysil videregående skole;3,3;6
2;3;ENG1007;I;34;974597381;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Valdres vidaregåande skule;*;*
2;3;ENG1007;I;34;974597233;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Vinstra vidaregåande skule;*;*
2;3;ENG1007;I;34;974571978;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Øvrebyen videregående skole;4,1;10
2;2;ENG1007;I;15;15;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Alle skoler;4,2;137
2;3;ENG1007;I;15;911770172;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Akademiet Toppidrettsgymnas Ålesund AS;*;*
2;3;ENG1007;I;15;984800746;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Akademiet Vgs Ålesund AS;*;*
2;3;ENG1007;I;15;974576473;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Atlanten videregående skole;*;*
2;3;ENG1007;I;15;974576716;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Haram vidaregåande skule;*;*
2;3;ENG1007;I;15;974576708;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Hustadvika vidaregåande skole;3,9;13
2;3;ENG1007;I;15;974576422;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Molde videregående skole;3,9;44
2;3;ENG1007;I;15;974576562;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Rauma videregående skole;3,9;8
2;3;ENG1007;I;15;974577267;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Spjelkavik videregående skole;4,8;16
2;3;ENG1007;I;15;974576651;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Surnadal vidaregåande skule;4,7;6
2;3;ENG1007;I;15;974576430;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Ulstein vidaregåande skule;3,8;13
2;3;ENG1007;I;15;874576492;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Volda vidaregåande skule;4,5;14
2;2;ENG1007;I;18;18;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Alle skoler;4,1;129
2;3;ENG1007;I;18;974621223;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Bodø videregående skole;4,3;28
2;3;ENG1007;I;18;974621290;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Fauske videregående skole;3,5;13
2;3;ENG1007;I;18;974041707;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Narvik videregående skole;3,9;14
2;3;ENG1007;I;18;974621304;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Polarsirkelen videregående skole;4,3;26
2;3;ENG1007;I;18;874621382;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Sandnessjøen videregående skole;3,8;13
2;3;ENG1007;I;18;974621053;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Sortland videregående skole avd Sortland;4,2;20
2;3;ENG1007;I;18;974621169;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Vest-Lofoten videregående skole;3,9;15
2;2;ENG1007;I;3;3;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Alle skoler;4,3;341
2;3;ENG1007;I;3;887664102;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Akademiet Oslo AS;4,4;12
2;3;ENG1007;I;3;912703312;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Blindern videregående skole;4,2;25
2;3;ENG1007;I;3;912001709;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Edvard Munch videregående skole;*;*
2;3;ENG1007;I;3;974590999;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Elvebakken videregående skole;5;29
2;3;ENG1007;I;3;974590867;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Foss videregående skole;4,6;11
2;3;ENG1007;I;3;995821664;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Fyrstikkalleen skole;4,4;20
2;3;ENG1007;I;3;974590891;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Hartvig Nissens skole;4,2;9
2;3;ENG1007;I;3;974590956;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Hellerud videregående skole;3,5;6
2;3;ENG1007;I;3;912001008;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Hersleb videregående skole;3,5;10
2;3;ENG1007;I;3;999173926;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Kongshavn videregående skole;3,6;14
2;3;ENG1007;I;3;873626402;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Kongsskogen videregående skole;4,8;13
2;3;ENG1007;I;3;899178092;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Kuben videregående skole;4;9
2;3;ENG1007;I;3;974590913;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Lambertseter videregående skole;4,2;9
2;3;ENG1007;I;3;996216454;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Nydalen videregående skole;4,8;40
2;3;ENG1007;I;3;974590883;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Oslo Handelsgymnasium;4,2;27
2;3;ENG1007;I;3;874590932;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Oslo katedralskole;4,2;18
2;3;ENG1007;I;3;971816309;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Otto Treider private gymnas AS;3,3;12
2;3;ENG1007;I;3;974590948;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Persbråten videregående skole;4,3;12
2;3;ENG1007;I;3;974591065;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Stovner videregående skole;3;7
2;3;ENG1007;I;3;974590964;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Ullern videregående skole;4,4;17
2;3;ENG1007;I;3;974590972;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Ulsrud videregående skole;3,1;14
2;3;ENG1007;I;3;917527067;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Valle Hovin videregående skole;*;*
2;3;ENG1007;I;3;925607797;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Vika videregående skole;4,7;11
2;2;ENG1007;I;11;11;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Alle skoler;4,3;317
2;3;ENG1007;I;11;987546603;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Akademiet Sandnes;*;*
2;3;ENG1007;I;11;974624532;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Bergeland videregående skole;4,5;24
2;3;ENG1007;I;11;974624370;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Hetland videregående skole;4,5;30
2;3;ENG1007;I;11;990183449;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Jåttå videregående skole;4,4;34
2;3;ENG1007;I;11;974624389;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Kopervik videregående skole;4;9
2;3;ENG1007;I;11;874117722;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Lundeneset Vgs;*;*
2;3;ENG1007;I;11;974624664;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Randaberg videregående skole;3,5;24
2;3;ENG1007;I;11;974624397;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Sandnes videregående skole;4,4;28
2;3;ENG1007;I;11;974624362;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Skeisvang videregående skole;4,4;27
2;3;ENG1007;I;11;974624672;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Sola videregående skole;4,1;22
2;3;ENG1007;I;11;974624427;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;St Svithun videregående skole;4,6;58
2;3;ENG1007;I;11;974624400;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Stavanger katedralskole;4;9
2;3;ENG1007;I;11;974624419;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Strand videregående skole;4,5;6
2;3;ENG1007;I;11;973157221;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Tryggheim vidaregåande skule;4,3;6
2;3;ENG1007;I;11;994507508;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Rogaland;Vågen videregående skole;4,5;29
2;2;ENG1007;I;40;40;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Telemark;Alle skoler;3,9;116
2;3;ENG1007;I;40;974568098;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Telemark;Bamble videregående skole;4,2;9
2;3;ENG1007;I;40;974567997;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Telemark;Bø vidaregåande skule;*;*
2;3;ENG1007;I;40;974568071;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Telemark;Hjalmar Johansen videregående skole;3,7;49
2;3;ENG1007;I;40;974568004;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Telemark;Kragerø videregående skole;*;*
2;3;ENG1007;I;40;974568012;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Telemark;Notodden videregående skole;4,2;6
2;3;ENG1007;I;40;974568020;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Telemark;Porsgrunn videregående skole;4,2;11
2;3;ENG1007;I;40;974568039;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Telemark;Skien videregående skole;4,2;18
2;3;ENG1007;I;40;974568152;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Telemark;Skogmo videregående skole;*;*
2;2;ENG1007;I;55;55;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Troms - Romsa - Tromssa ;Alle skoler;4,1;72
2;3;ENG1007;I;55;974546892;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Troms - Romsa - Tromssa ;Breivang videregående skole;*;*
2;3;ENG1007;I;55;974546671;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Troms - Romsa - Tromssa ;Heggen videregående skole;3,9;16
2;3;ENG1007;I;55;974546744;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Troms - Romsa - Tromssa ;Kongsbakken videregående skole;4,3;16
2;3;ENG1007;I;55;974546906;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Troms - Romsa - Tromssa ;Kvaløya videregående skole;*;*
2;3;ENG1007;I;55;929440706;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Troms - Romsa - Tromssa ;Longyearbyen skole Videregående Avdeling;*;*
2;3;ENG1007;I;55;974546957;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Troms - Romsa - Tromssa ;Nord-Troms videregående skole avd Nordreisa;4,5;6
2;3;ENG1007;I;55;974546698;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Troms - Romsa - Tromssa ;Senja videregående skole avd Finnfjordbotn;*;*
2;3;ENG1007;I;55;974546809;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Troms - Romsa - Tromssa ;Sjøvegan videregående skole;*;*
2;3;ENG1007;I;55;974546868;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Troms - Romsa - Tromssa ;Tromsdalen videregående skole;3,9;16
2;2;ENG1007;I;50;50;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Alle skoler;4,3;248
2;3;ENG1007;I;50;984477112;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Byåsen videregående skole;4,4;17
2;3;ENG1007;I;50;996772772;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Charlottenlund videregående skole;4,7;18
2;3;ENG1007;I;50;926694022;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Cissi Klein videregående skole;4,6;14
2;3;ENG1007;I;50;974557975;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Fosen videregående skole;*;*
2;3;ENG1007;I;50;974557991;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Heimdal videregående skole;3,9;10
2;3;ENG1007;I;50;974560798;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Inderøy videregående skole;4;11
2;3;ENG1007;I;50;974560763;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Meråker videregående skole;*;*
2;3;ENG1007;I;50;974560712;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Olav Duun videregående skole;4,3;30
2;3;ENG1007;I;50;974560720;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Ole Vig videregående skole;4;26
2;3;ENG1007;I;50;974557967;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Orkdal vidaregåande skole;3,8;21
2;3;ENG1007;I;50;974560690;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Steinkjer videregående skole;4,3;28
2;3;ENG1007;I;50;996772810;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Strinda videregående skole;4,8;22
2;3;ENG1007;I;50;995415372;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Thora Storm videregående skole;4,9;7
2;3;ENG1007;I;50;974558386;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Tiller videregående skole;3,7;12
2;3;ENG1007;I;50;931570994;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Trondheim Toppidrettsgymnas Sti;3,7;6
2;3;ENG1007;I;50;974560747;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Verdal videregående skole;*;*
2;3;ENG1007;I;50;974560739;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Trøndelag - Trööndelage;Ytre Namdal videregående skole;4,5;14
2;2;ENG1007;I;39;39;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Alle skoler;4;169
2;3;ENG1007;I;39;974575086;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Færder videregående skole;4,1;8
2;3;ENG1007;I;39;974574993;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Greveskogen videregående skole;3,7;18
2;3;ENG1007;I;39;874575062;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Holmestrand videregående skole;3,6;9
