FagNivaa;EnhetNivaa;Vurderingsfagkode;Nasjonaltkode;Fylkekode;Organisasjonsnummer;Vurderingsfagnavn;Nasjonalt;Fylke;EnhetNavn;2024-25.Skriftlig eksamen.Alle eierformer.Alle kjønn.Snittkarakter;2024-25.Skriftlig eksamen.Alle eierformer.Alle kjønn.Antall elever
2;3;FSP6222;I;32;974587726;Spansk II;Hele landet;Akershus;Eikeli videregående skole;4,1;15
2;3;FSP6222;I;32;988843709;Spansk II;Hele landet;Akershus;Frogn videregående skole;3,3;16
2;3;FSP6222;I;32;913459598;Spansk II;Hele landet;Akershus;Hoppensprett Akademiet Vgs Jessheim AS;3,6;8
2;3;FSP6222;I;32;974587645;Spansk II;Hele landet;Akershus;Jessheim videregående skole;3;14
2;3;FSP6222;I;32;974587750;Spansk II;Hele landet;Akershus;Lillestrøm videregående skole;3,9;19
2;3;FSP6222;I;32;974587610;Spansk II;Hele landet;Akershus;Lørenskog videregående skole;4,1;14
2;3;FSP6222;I;32;991815325;Spansk II;Hele landet;Akershus;Mailand videregående skole;4,1;9
2;3;FSP6222;I;32;974587734;Spansk II;Hele landet;Akershus;Nadderud videregående skole;3,9;16
2;3;FSP6222;I;32;988084948;Spansk II;Hele landet;Akershus;Nannestad videregående skole;3,2;6
2;3;FSP6222;I;32;974587653;Spansk II;Hele landet;Akershus;Nes videregående skole;*;*
2;3;FSP6222;I;32;974587599;Spansk II;Hele landet;Akershus;Nesbru videregående skole;3,4;14
2;3;FSP6222;I;32;974587572;Spansk II;Hele landet;Akershus;Nesodden videregående skole;*;*
2;3;FSP6222;I;32;990672962;Spansk II;Hele landet;Akershus;Norges Toppidrettsgymnas Bærum AS;3,8;12
2;3;FSP6222;I;32;974587580;Spansk II;Hele landet;Akershus;Roald Amundsen videregående skole;3,8;25
2;3;FSP6222;I;32;974587866;Spansk II;Hele landet;Akershus;Rosenvilde videregående skole;3,3;16
2;3;FSP6222;I;32;974587823;Spansk II;Hele landet;Akershus;Rud videregående skole;3,9;13
2;3;FSP6222;I;32;974587769;Spansk II;Hele landet;Akershus;Rælingen videregående skole;*;*
2;3;FSP6222;I;32;974605953;Spansk II;Hele landet;Akershus;Røyken videregående skole;*;*
2;3;FSP6222;I;32;988835064;Spansk II;Hele landet;Akershus;Sandvika videregående skole;3,4;30
2;3;FSP6222;I;32;974587629;Spansk II;Hele landet;Akershus;Skedsmo videregående skole;*;*
2;3;FSP6222;I;32;974587696;Spansk II;Hele landet;Akershus;Ski videregående skole;4;13
2;3;FSP6222;I;32;974587718;Spansk II;Hele landet;Akershus;Stabekk videregående skole;3,7;13
2;3;FSP6222;I;32;874587842;Spansk II;Hele landet;Akershus;Sørumsand videregående skole;3,5;8
2;3;FSP6222;I;32;874587702;Spansk II;Hele landet;Akershus;Valler videregående skole;4,5;13
2;3;FSP6222;I;32;825308512;Spansk II;Hele landet;Akershus;Wang Romerike AS;3,6;7
2;3;FSP6222;I;32;974587564;Spansk II;Hele landet;Akershus;Ås videregående skole;3,9;25
2;2;FSP6222;I;33;33;Spansk II;Hele landet;Buskerud;Alle skoler;3,9;135
2;3;FSP6222;I;33;985500568;Spansk II;Hele landet;Buskerud;Akademiet Drammen AS;5,3;15
2;3;FSP6222;I;33;996789845;Spansk II;Hele landet;Buskerud;Akademiet Vgs Bragernes Drammen AS;3,6;11
2;3;FSP6222;I;33;988938424;Spansk II;Hele landet;Buskerud;Akademiet Ypsilon videregående skole AS;*;*
2;3;FSP6222;I;33;974606216;Spansk II;Hele landet;Buskerud;Buskerud videregående skole;*;*
2;3;FSP6222;I;33;874605972;Spansk II;Hele landet;Buskerud;Drammen videregående skole;3,7;24
2;3;FSP6222;I;33;974605988;Spansk II;Hele landet;Buskerud;Eiker videregående skole;4,3;9
2;3;FSP6222;I;33;974605996;Spansk II;Hele landet;Buskerud;Kongsberg videregående skole;4,7;15
2;3;FSP6222;I;33;974606208;Spansk II;Hele landet;Buskerud;Ringerike videregående skole;2,6;13
2;3;FSP6222;I;33;974605961;Spansk II;Hele landet;Buskerud;St Hallvard videregående skole;4,1;28
2;3;FSP6222;I;33;973255754;Spansk II;Hele landet;Buskerud;Tyrifjord videregående skole;*;*
2;3;FSP6222;I;33;974605937;Spansk II;Hele landet;Buskerud;Åssiden videregående skole;*;*
2;2;FSP6222;I;56;56;Spansk II;Hele landet;Finnmark - Finnmárku - Finmarkku;Alle skoler;*;*
2;3;FSP6222;I;56;974622750;Spansk II;Hele landet;Finnmark - Finnmárku - Finmarkku;Alta videregående skole;*;*
2;3;FSP6222;I;56;974622718;Spansk II;Hele landet;Finnmark - Finnmárku - Finmarkku;Vadsø videregående skole;*;*
2;2;FSP6222;I;34;34;Spansk II;Hele landet;Innlandet;Alle skoler;3,5;130
2;3;FSP6222;I;34;974571900;Spansk II;Hele landet;Innlandet;Elverum videregående skole;3,2;21
2;3;FSP6222;I;34;974597284;Spansk II;Hele landet;Innlandet;Gjøvik videregående skole;2,9;11
2;3;FSP6222;I;34;998513448;Spansk II;Hele landet;Innlandet;Hadeland videregående skole;4,3;11
2;3;FSP6222;I;34;974571919;Spansk II;Hele landet;Innlandet;Hamar katedralskole;4,6;28
2;3;FSP6222;I;34;974597322;Spansk II;Hele landet;Innlandet;Lena-Valle videregående skole avd Lena;*;*
2;3;FSP6222;I;34;874597252;Spansk II;Hele landet;Innlandet;Lillehammer videregående skole avd Sør;3,6;14
2;3;FSP6222;I;34;970963847;Spansk II;Hele landet;Innlandet;Nord-Østerdal videregående skole;*;*
2;3;FSP6222;I;34;974597373;Spansk II;Hele landet;Innlandet;Raufoss videregående skole avd Dokka;*;*
2;3;FSP6222;I;34;974571897;Spansk II;Hele landet;Innlandet;Ringsaker videregående skole;2;11
2;3;FSP6222;I;34;974571986;Spansk II;Hele landet;Innlandet;Solør videregående skole;3,4;10
2;3;FSP6222;I;34;974572079;Spansk II;Hele landet;Innlandet;Stange videregående skole;3,9;7
2;3;FSP6222;I;34;974597381;Spansk II;Hele landet;Innlandet;Valdres vidaregåande skule;2,4;7
2;2;FSP6222;I;15;15;Spansk II;Hele landet;Møre og Romsdal;Alle skoler;4,2;111
2;3;FSP6222;I;15;984800746;Spansk II;Hele landet;Møre og Romsdal;Akademiet Vgs Ålesund AS;*;*
2;3;FSP6222;I;15;974576422;Spansk II;Hele landet;Møre og Romsdal;Molde videregående skole;4,4;14
2;3;FSP6222;I;15;974577267;Spansk II;Hele landet;Møre og Romsdal;Spjelkavik videregående skole;3,8;25
2;3;FSP6222;I;15;974576570;Spansk II;Hele landet;Møre og Romsdal;Sunndal vidaregåande skole;*;*
2;3;FSP6222;I;15;974576694;Spansk II;Hele landet;Møre og Romsdal;Sykkylven vidaregåande skule;*;*
2;3;FSP6222;I;15;974576430;Spansk II;Hele landet;Møre og Romsdal;Ulstein vidaregåande skule;3,9;14
2;3;FSP6222;I;15;974117711;Spansk II;Hele landet;Møre og Romsdal;Vestborg Vgs;*;*
2;3;FSP6222;I;15;874576492;Spansk II;Hele landet;Møre og Romsdal;Volda vidaregåande skule;3,7;17
2;3;FSP6222;I;15;974576503;Spansk II;Hele landet;Møre og Romsdal;Ålesund videregående skole;4,9;22
2;2;FSP6222;I;18;18;Spansk II;Hele landet;Nordland - Nordlánnda;Alle skoler;3,9;75
2;3;FSP6222;I;18;974621215;Spansk II;Hele landet;Nordland - Nordlánnda;Bodin videregående skole;4;28
2;3;FSP6222;I;18;974621223;Spansk II;Hele landet;Nordland - Nordlánnda;Bodø videregående skole;4,7;15
2;3;FSP6222;I;18;974621401;Spansk II;Hele landet;Nordland - Nordlánnda;Brønnøysund videregående skole;4,1;7
2;3;FSP6222;I;18;974621282;Spansk II;Hele landet;Nordland - Nordlánnda;Knut Hamsun videregående skole Joarkkaskåvllå;*;*
2;3;FSP6222;I;18;974041707;Spansk II;Hele landet;Nordland - Nordlánnda;Narvik videregående skole;3,5;14
2;3;FSP6222;I;18;874621382;Spansk II;Hele landet;Nordland - Nordlánnda;Sandnessjøen videregående skole;*;*
2;3;FSP6222;I;18;974621169;Spansk II;Hele landet;Nordland - Nordlánnda;Vest-Lofoten videregående skole;*;*
2;2;FSP6222;I;3;3;Spansk II;Hele landet;Oslo;Alle skoler;4,2;388
2;3;FSP6222;I;3;887664102;Spansk II;Hele landet;Oslo;Akademiet Oslo AS;2,4;8
2;3;FSP6222;I;3;912703312;Spansk II;Hele landet;Oslo;Blindern videregående skole;3,5;30
2;3;FSP6222;I;3;912001709;Spansk II;Hele landet;Oslo;Edvard Munch videregående skole;5,3;14
2;3;FSP6222;I;3;974590999;Spansk II;Hele landet;Oslo;Elvebakken videregående skole;4,9;41
2;3;FSP6222;I;3;974590867;Spansk II;Hele landet;Oslo;Foss videregående skole;4,9;45
2;3;FSP6222;I;3;995821664;Spansk II;Hele landet;Oslo;Fyrstikkalleen skole;4;9
2;3;FSP6222;I;3;974590891;Spansk II;Hele landet;Oslo;Hartvig Nissens skole;3,4;21
2;3;FSP6222;I;3;974590956;Spansk II;Hele landet;Oslo;Hellerud videregående skole;*;*
2;3;FSP6222;I;3;974192020;Spansk II;Hele landet;Oslo;Heltberg private gymnas;*;*
2;3;FSP6222;I;3;912001008;Spansk II;Hele landet;Oslo;Hersleb videregående skole;*;*
2;3;FSP6222;I;3;999173926;Spansk II;Hele landet;Oslo;Kongshavn videregående skole;3,3;15
2;3;FSP6222;I;3;974117797;Spansk II;Hele landet;Oslo;Kristelig gymnasium AS videregående skole;4,3;14
2;3;FSP6222;I;3;899178092;Spansk II;Hele landet;Oslo;Kuben videregående skole;*;*
2;3;FSP6222;I;3;974590913;Spansk II;Hele landet;Oslo;Lambertseter videregående skole;4;28
2;3;FSP6222;I;3;996216454;Spansk II;Hele landet;Oslo;Nydalen videregående skole;5;18
2;3;FSP6222;I;3;974590883;Spansk II;Hele landet;Oslo;Oslo Handelsgymnasium;3,3;28
2;3;FSP6222;I;3;874590932;Spansk II;Hele landet;Oslo;Oslo katedralskole;4,5;11
2;3;FSP6222;I;3;972286389;Spansk II;Hele landet;Oslo;Oslo private gymnasium AS;*;*
2;3;FSP6222;I;3;974590948;Spansk II;Hele landet;Oslo;Persbråten videregående skole;4,3;18
2;3;FSP6222;I;3;974591065;Spansk II;Hele landet;Oslo;Stovner videregående skole;*;*
2;3;FSP6222;I;3;974590964;Spansk II;Hele landet;Oslo;Ullern videregående skole;5,3;23
2;3;FSP6222;I;3;974590972;Spansk II;Hele landet;Oslo;Ulsrud videregående skole;*;*
2;3;FSP6222;I;3;917527067;Spansk II;Hele landet;Oslo;Valle Hovin videregående skole;5,1;11
2;3;FSP6222;I;3;925607797;Spansk II;Hele landet;Oslo;Vika videregående skole;4,5;19
2;3;FSP6222;I;3;971816317;Spansk II;Hele landet;Oslo;Wang videregående Skole/ Wang Toppidrett;4,4;9
2;2;FSP6222;I;11;11;Spansk II;Hele landet;Rogaland;Alle skoler;3,7;270
2;3;FSP6222;I;11;987546603;Spansk II;Hele landet;Rogaland;Akademiet Sandnes;*;*
2;3;FSP6222;I;11;913385632;Spansk II;Hele landet;Rogaland;Bryne vidaregåande skule;4,9;9
2;3;FSP6222;I;11;974624478;Spansk II;Hele landet;Rogaland;Dalane videregående skole;3,1;8
2;3;FSP6222;I;11;971816287;Spansk II;Hele landet;Rogaland;Haugesund Toppidrettsgymnas AS;4,4;8
2;3;FSP6222;I;11;974624370;Spansk II;Hele landet;Rogaland;Hetland videregående skole;3,9;28
2;3;FSP6222;I;11;974624389;Spansk II;Hele landet;Rogaland;Kopervik videregående skole;*;*
2;3;FSP6222;I;11;874117722;Spansk II;Hele landet;Rogaland;Lundeneset Vgs;*;*
2;3;FSP6222;I;11;974624664;Spansk II;Hele landet;Rogaland;Randaberg videregående skole;2,6;7
2;3;FSP6222;I;11;974624397;Spansk II;Hele landet;Rogaland;Sandnes videregående skole;3,7;44
2;3;FSP6222;I;11;874624632;Spansk II;Hele landet;Rogaland;Sauda vidaregåande skule;3,2;10
2;3;FSP6222;I;11;974624362;Spansk II;Hele landet;Rogaland;Skeisvang videregående skole;3,8;28
2;3;FSP6222;I;11;974624672;Spansk II;Hele landet;Rogaland;Sola videregående skole;3,7;13
2;3;FSP6222;I;11;974624427;Spansk II;Hele landet;Rogaland;St Svithun videregående skole;3,1;33
2;3;FSP6222;I;11;974624443;Spansk II;Hele landet;Rogaland;St. Olav videregående skole;4,3;21
2;3;FSP6222;I;11;974624400;Spansk II;Hele landet;Rogaland;Stavanger katedralskole;4,6;15
2;3;FSP6222;I;11;973157221;Spansk II;Hele landet;Rogaland;Tryggheim vidaregåande skule;4;9
2;3;FSP6222;I;11;974624435;Spansk II;Hele landet;Rogaland;Vardafjell videregående skole;4,3;12
2;3;FSP6222;I;11;994507508;Spansk II;Hele landet;Rogaland;Vågen videregående skole;*;*
2;3;FSP6222;I;11;988586102;Spansk II;Hele landet;Rogaland;Wang Toppidrett Stavanger AS;*;*
2;2;FSP6222;I;40;40;Spansk II;Hele landet;Telemark;Alle skoler;3,6;62
2;3;FSP6222;I;40;974567997;Spansk II;Hele landet;Telemark;Bø vidaregåande skule;3,7;14
2;3;FSP6222;I;40;974568004;Spansk II;Hele landet;Telemark;Kragerø videregående skole;3,2;6
2;3;FSP6222;I;40;974568020;Spansk II;Hele landet;Telemark;Porsgrunn videregående skole;4,1;15
2;3;FSP6222;I;40;974568039;Spansk II;Hele landet;Telemark;Skien videregående skole;3,5;12
2;3;FSP6222;I;40;888361332;Spansk II;Hele landet;Telemark;Stiftelsen Telemark Toppidrett gymnas;3,4;15
2;2;FSP6222;I;55;55;Spansk II;Hele landet;Troms - Romsa - Tromssa ;Alle skoler;*;*
2;3;FSP6222;I;55;974546892;Spansk II;Hele landet;Troms - Romsa - Tromssa ;Breivang videregående skole;*;*
2;3;FSP6222;I;55;974546671;Spansk II;Hele landet;Troms - Romsa - Tromssa ;Heggen videregående skole;*;*
2;3;FSP6222;I;55;974546744;Spansk II;Hele landet;Troms - Romsa - Tromssa ;Kongsbakken videregående skole;4;30
2;3;FSP6222;I;55;974546906;Spansk II;Hele landet;Troms - Romsa - Tromssa ;Kvaløya videregående skole;*;*
2;3;FSP6222;I;55;929440706;Spansk II;Hele landet;Troms - Romsa - Tromssa ;Longyearbyen skole Videregående Avdeling;*;*
2;3;FSP6222;I;55;974546957;Spansk II;Hele landet;Troms - Romsa - Tromssa ;Nord-Troms videregående skole avd Nordreisa;*;*
2;3;FSP6222;I;55;974546698;Spansk II;Hele landet;Troms - Romsa - Tromssa ;Senja videregående skole avd Finnfjordbotn;*;*
2;3;FSP6222;I;55;974546868;Spansk II;Hele landet;Troms - Romsa - Tromssa ;Tromsdalen videregående skole;3;7
2;2;FSP6222;I;50;50;Spansk II;Hele landet;Trøndelag - Trööndelage;Alle skoler;3,9;183
2;3;FSP6222;I;50;984477112;Spansk II;Hele landet;Trøndelag - Trööndelage;Byåsen videregående skole;3,8;13
2;3;FSP6222;I;50;996772772;Spansk II;Hele landet;Trøndelag - Trööndelage;Charlottenlund videregående skole;3,7;27
2;3;FSP6222;I;50;974557991;Spansk II;Hele landet;Trøndelag - Trööndelage;Heimdal videregående skole;3,8;19
2;3;FSP6222;I;50;974149699;Spansk II;Hele landet;Trøndelag - Trööndelage;Kristen videregående skole Trøndelag;4,4;20
2;3;FSP6222;I;50;974560704;Spansk II;Hele landet;Trøndelag - Trööndelage;Levanger videregående skole;3,9;11
2;3;FSP6222;I;50;874558362;Spansk II;Hele landet;Trøndelag - Trööndelage;Melhus videregående skole;*;*
2;3;FSP6222;I;50;974560712;Spansk II;Hele landet;Trøndelag - Trööndelage;Olav Duun videregående skole;*;*
2;3;FSP6222;I;50;974560720;Spansk II;Hele landet;Trøndelag - Trööndelage;Ole Vig videregående skole;*;*
2;3;FSP6222;I;50;974557967;Spansk II;Hele landet;Trøndelag - Trööndelage;Orkdal vidaregåande skole;4,7;7
2;3;FSP6222;I;50;974560690;Spansk II;Hele landet;Trøndelag - Trööndelage;Steinkjer videregående skole;*;*
2;3;FSP6222;I;50;996772810;Spansk II;Hele landet;Trøndelag - Trööndelage;Strinda videregående skole;3,8;34
2;3;FSP6222;I;50;995415372;Spansk II;Hele landet;Trøndelag - Trööndelage;Thora Storm videregående skole;4,8;18
2;3;FSP6222;I;50;974558386;Spansk II;Hele landet;Trøndelag - Trööndelage;Tiller videregående skole;2,7;6
2;3;FSP6222;I;50;974560747;Spansk II;Hele landet;Trøndelag - Trööndelage;Verdal videregående skole;*;*
2;2;FSP6222;I;39;39;Spansk II;Hele landet;Vestfold;Alle skoler;3,8;132
2;3;FSP6222;I;39;974574993;Spansk II;Hele landet;Vestfold;Greveskogen videregående skole;3,4;15
2;3;FSP6222;I;39;874575062;Spansk II;Hele landet;Vestfold;Holmestrand videregående skole;*;*
2;3;FSP6222;I;39;923261354;Spansk II;Hele landet;Vestfold;Horten videregående skole;3,9;27
2;3;FSP6222;I;39;974575000;Spansk II;Hele landet;Vestfold;Nøtterøy videregående skole;4,3;15
2;3;FSP6222;I;39;874575232;Spansk II;Hele landet;Vestfold;Re videregående skole;3,3;20
2;3;FSP6222;I;39;974575116;Spansk II;Hele landet;Vestfold;Sande videregående skole;*;*
2;3;FSP6222;I;39;974575019;Spansk II;Hele landet;Vestfold;Sandefjord videregående skole;4,1;18
2;3;FSP6222;I;39;974575027;Spansk II;Hele landet;Vestfold;Thor Heyerdahl videregående skole;3,6;13
2;3;FSP6222;I;39;995354071;Spansk II;Hele landet;Vestfold;Wang Tønsberg AS;4,1;12
2;2;FSP6222;I;46;46;Spansk II;Hele landet;Vestland;Alle skoler;3,6;337
2;3;FSP6222;I;46;999546560;Spansk II;Hele landet;Vestland;Amalie Skram videregående skole;4,4;25
2;3;FSP6222;I;46;974557533;Spansk II;Hele landet;Vestland;Askøy videregående skole;3;15
2;3;FSP6222;I;46;874557102;Spansk II;Hele landet;Vestland;Bergen katedralskole;3,9;22
2;3;FSP6222;I;46;988602671;Spansk II;Hele landet;Vestland;Bergen private gymnas AS;2,8;20
2;3;FSP6222;I;46;974571137;Spansk II;Hele landet;Vestland;Dale vidaregåande skule;*;*
2;3;FSP6222;I;46;873159642;Spansk II;Hele landet;Vestland;Danielsen videregående skole;*;*
2;3;FSP6222;I;46;974571161;Spansk II;Hele landet;Vestland;Firda vidaregåande skule;4,3;6
2;3;FSP6222;I;46;974571145;Spansk II;Hele landet;Vestland;Flora vidaregåande skule;3,5;15
2;3;FSP6222;I;46;974117959;Spansk II;Hele landet;Vestland;Framnes Kristne vidaregåande skule;4,6;14
2;3;FSP6222;I;46;974557584;Spansk II;Hele landet;Vestland;Fyllingsdalen videregående skole;3,1;11
2;3;FSP6222;I;46;974571110;Spansk II;Hele landet;Vestland;Førde vidaregåande skule;4,7;7
2;3;FSP6222;I;46;974557339;Spansk II;Hele landet;Vestland;Knarvik vidaregåande skule;3,5;15
2;3;FSP6222;I;46;974557282;Spansk II;Hele landet;Vestland;Kvinnherad vidaregåande skule;3,9;10
2;3;FSP6222;I;46;974557096;Spansk II;Hele landet;Vestland;Langhaugen videregående skole;4;25
2;3;FSP6222;I;46;985076308;Spansk II;Hele landet;Vestland;Metis videregående AS;3,1;15
2;3;FSP6222;I;46;993527084;Spansk II;Hele landet;Vestland;Nordahl Grieg videregående skole;3,9;15
2;3;FSP6222;I;46;922148805;Spansk II;Hele landet;Vestland;Norges Toppidrettsgymnas Bergen AS;3,5;19
2;3;FSP6222;I;46;989630008;Spansk II;Hele landet;Vestland;Olsvikåsen videregående skole;3,2;20
2;3;FSP6222;I;46;974557150;Spansk II;Hele landet;Vestland;Osterøy vidaregåande skule;3,2;6
2;3;FSP6222;I;46;974557142;Spansk II;Hele landet;Vestland;Sandsli videregående skole;2,6;21
2;3;FSP6222;I;46;974571056;Spansk II;Hele landet;Vestland;Sogndal vidaregåande skule;*;*
2;3;FSP6222;I;46;974557568;Spansk II;Hele landet;Vestland;Sotra vidaregåande skule;*;*
2;3;FSP6222;I;46;916794304;Spansk II;Hele landet;Vestland;St. Paul gymnas;*;*
2;3;FSP6222;I;46;974557029;Spansk II;Hele landet;Vestland;Stord vidaregåande skule;*;*
2;3;FSP6222;I;46;974557061;Spansk II;Hele landet;Vestland;Tertnes vidaregåande skule;3,1;21
2;3;FSP6222;I;46;816031982;Spansk II;Hele landet;Vestland;Voss gymnas;*;*
2;3;FSP6222;I;46;974557487;Spansk II;Hele landet;Vestland;Årstad videregående skole;*;*
2;3;FSP6222;I;46;974557479;Spansk II;Hele landet;Vestland;Åsane vidaregåande skule;*;*
2;2;FSP6222;I;31;31;Spansk II;Hele landet;Østfold;Alle skoler;3,4;102
2;3;FSP6222;I;31;988519480;Spansk II;Hele landet;Østfold;Akademiet Fredrikstad AS Privat videregående skole;1,5;6
2;3;FSP6222;I;31;974544504;Spansk II;Hele landet;Østfold;Askim videregående skole;2,7;15
2;3;FSP6222;I;31;974544466;Spansk II;Hele landet;Østfold;Frederik Ii videregående skole;2,8;12
2;3;FSP6222;I;31;974544490;Spansk II;Hele landet;Østfold;Greåker videregående skole;4,6;7
2;3;FSP6222;I;31;974544563;Spansk II;Hele landet;Østfold;Halden videregående skole;4,4;19
2;3;FSP6222;I;31;974544520;Spansk II;Hele landet;Østfold;Kalnes videregående skole;*;*
2;3;FSP6222;I;31;974544539;Spansk II;Hele landet;Østfold;Kirkeparken videregående skole;3,4;20
2;3;FSP6222;I;31;974544547;Spansk II;Hele landet;Østfold;Malakoff videregående skole;*;*
2;3;FSP6222;I;31;974544512;Spansk II;Hele landet;Østfold;Mysen videregående skole;*;*
2;3;FSP6222;I;31;986779795;Spansk II;Hele landet;Østfold;Wang Fredrikstad AS;3,2;12
2;1;FSP6222;U;0;U;Spansk II;Utlandet;Alle fylker;Alle skoler;4;17
2;2;FSP6222;U;25;25;Spansk II;Utlandet;Utlandet;Alle skoler;4;17
2;3;FSP6222;U;25;U90099009;Spansk II;Utlandet;Utlandet;Den norske skole - Costa Blanca;4,5;8
2;3;FSP6222;U;25;U90099015;Spansk II;Utlandet;Utlandet;Den norske skolen i Rojales (DNSR);3,6;9
2;0;FSP6226;Alle;0;Alle;Spansk I+II;Hele landet;Alle fylker;Alle skoler;3;411
2;1;FSP6226;I;0;I;Spansk I+II;Hele landet;Alle fylker;Alle skoler;3;411
2;2;FSP6226;I;42;42;Spansk I+II;Hele landet;Agder;Alle skoler;3,2;22
2;3;FSP6226;I;42;974573873;Spansk I+II;Hele landet;Agder;Arendal videregående skole avd Tyholmen;*;*
2;3;FSP6226;I;42;974117738;Spansk I+II;Hele landet;Agder;Drottningborg Vgs AS;*;*
2;3;FSP6226;I;42;874595012;Spansk I+II;Hele landet;Agder;Eilert Sundt videregående skole Studiested Farsund;*;*
2;3;FSP6226;I;42;974573857;Spansk I+II;Hele landet;Agder;Lillesand videregående skole;*;*
2;3;FSP6226;I;42;994557416;Spansk I+II;Hele landet;Agder;Oasen videregående skole AS;*;*
2;3;FSP6226;I;42;974573806;Spansk I+II;Hele landet;Agder;Risør videregående skole;*;*
2;3;FSP6226;I;42;974595001;Spansk I+II;Hele landet;Agder;Vågsbygd videregående skole;*;*
2;2;FSP6226;I;32;32;Spansk I+II;Hele landet;Akershus;Alle skoler;3,2;28
2;3;FSP6226;I;32;974587610;Spansk I+II;Hele landet;Akershus;Lørenskog videregående skole;3,7;11
2;3;FSP6226;I;32;991815325;Spansk I+II;Hele landet;Akershus;Mailand videregående skole;*;*
2;3;FSP6226;I;32;974587653;Spansk I+II;Hele landet;Akershus;Nes videregående skole;*;*
2;3;FSP6226;I;32;974587769;Spansk I+II;Hele landet;Akershus;Rælingen videregående skole;*;*
2;3;FSP6226;I;32;974605953;Spansk I+II;Hele landet;Akershus;Røyken videregående skole;2,3;6
2;3;FSP6226;I;32;974587629;Spansk I+II;Hele landet;Akershus;Skedsmo videregående skole;*;*
2;2;FSP6226;I;33;33;Spansk I+II;Hele landet;Buskerud;Alle skoler;2,5;19
2;3;FSP6226;I;33;996789845;Spansk I+II;Hele landet;Buskerud;Akademiet Vgs Bragernes Drammen AS;*;*
2;3;FSP6226;I;33;974605988;Spansk I+II;Hele landet;Buskerud;Eiker videregående skole;*;*
2;3;FSP6226;I;33;974605996;Spansk I+II;Hele landet;Buskerud;Kongsberg videregående skole;*;*
2;3;FSP6226;I;33;974606208;Spansk I+II;Hele landet;Buskerud;Ringerike videregående skole;*;*
2;3;FSP6226;I;33;973255754;Spansk I+II;Hele landet;Buskerud;Tyrifjord videregående skole;*;*
2;2;FSP6226;I;56;56;Spansk I+II;Hele landet;Finnmark - Finnmárku - Finmarkku;Alle skoler;3,4;13
2;3;FSP6226;I;56;974622750;Spansk I+II;Hele landet;Finnmark - Finnmárku - Finmarkku;Alta videregående skole;3,2;6
2;3;FSP6226;I;56;874622702;Spansk I+II;Hele landet;Finnmark - Finnmárku - Finmarkku;Hammerfest videregående skole;3,6;7
2;2;FSP6226;I;34;34;Spansk I+II;Hele landet;Innlandet;Alle skoler;*;*
2;3;FSP6226;I;34;974571900;Spansk I+II;Hele landet;Innlandet;Elverum videregående skole;*;*
2;3;FSP6226;I;34;974597373;Spansk I+II;Hele landet;Innlandet;Raufoss videregående skole avd Dokka;*;*
2;3;FSP6226;I;34;974571943;Spansk I+II;Hele landet;Innlandet;Sentrum videregående skole;*;*
2;3;FSP6226;I;34;974572117;Spansk I+II;Hele landet;Innlandet;Sentrum videregående skole avd Skarnes;*;*
2;2;FSP6226;I;15;15;Spansk I+II;Hele landet;Møre og Romsdal;Alle skoler;3,1;25
2;3;FSP6226;I;15;911770172;Spansk I+II;Hele landet;Møre og Romsdal;Akademiet Toppidrettsgymnas Ålesund AS;*;*
2;3;FSP6226;I;15;984800746;Spansk I+II;Hele landet;Møre og Romsdal;Akademiet Vgs Ålesund AS;*;*
2;3;FSP6226;I;15;974576708;Spansk I+II;Hele landet;Møre og Romsdal;Hustadvika vidaregåande skole;*;*
2;3;FSP6226;I;15;974576422;Spansk I+II;Hele landet;Møre og Romsdal;Molde videregående skole;*;*
2;3;FSP6226;I;15;974577267;Spansk I+II;Hele landet;Møre og Romsdal;Spjelkavik videregående skole;*;*
2;3;FSP6226;I;15;974576503;Spansk I+II;Hele landet;Møre og Romsdal;Ålesund videregående skole;*;*
2;2;FSP6226;I;18;18;Spansk I+II;Hele landet;Nordland - Nordlánnda;Alle skoler;3,3;29
2;3;FSP6226;I;18;974621134;Spansk I+II;Hele landet;Nordland - Nordlánnda;Aust-Lofoten videregående skole;2,3;6
2;3;FSP6226;I;18;974621223;Spansk I+II;Hele landet;Nordland - Nordlánnda;Bodø videregående skole;*;*
2;3;FSP6226;I;18;974621037;Spansk I+II;Hele landet;Nordland - Nordlánnda;Hadsel videregående skole;2,9;7
2;3;FSP6226;I;18;973494694;Spansk I+II;Hele landet;Nordland - Nordlánnda;Kristen videregående skole Nordland Sti;*;*
2;3;FSP6226;I;18;974041707;Spansk I+II;Hele landet;Nordland - Nordlánnda;Narvik videregående skole;*;*
2;3;FSP6226;I;18;974621053;Spansk I+II;Hele landet;Nordland - Nordlánnda;Sortland videregående skole avd Sortland;4,2;6
2;2;FSP6226;I;3;3;Spansk I+II;Hele landet;Oslo;Alle skoler;2,9;80
2;3;FSP6226;I;3;887664102;Spansk I+II;Hele landet;Oslo;Akademiet Oslo AS;*;*
2;3;FSP6226;I;3;974591006;Spansk I+II;Hele landet;Oslo;Bjerke videregående skole;1,7;11
2;3;FSP6226;I;3;990574898;Spansk I+II;Hele landet;Oslo;Bjørnholt videregående skole;*;*
2;3;FSP6226;I;3;912703312;Spansk I+II;Hele landet;Oslo;Blindern videregående skole;*;*
